track,bpm,C,Db,D,Eb,E,F,Gb,G,Ab,A,Bb,B
Dillon Francis - Need You.mp3,111.961,0.051833568,0.047954866,0.076046074,0.038669488,0.128702398,0.08556652599999999,0.177480019,0.10719323,0.059120827,0.064880113,0.039139633,0.123413258
The Killers - Mr. Brightside.mp3,148.0,0.084561514,0.327061775,0.013274799,0.070973137,0.010975227,0.124594962,0.075885858,0.03376189,0.15020382599999998,0.012125013,0.078708059,0.017873942
Coeus - Rebirth.wav,123.046875,0.054276551955200314,0.005169195424304791,0.33762504188005554,0.1883884554635524,0.07772938304695352,0.11185564543148424,0.001435887617862442,0.0380031589527593,0.019671660364715456,0.1371272675058632,0.01718278849375389,0.01153496386349495
Flume - Wall Fuck.mp3,99.38401442307692,0.03165024630541872,0.02105911330049261,0.045320197044334966,0.028571428571428567,0.04544334975369458,0.02660098522167488,0.13263546798029555,0.09519704433497538,0.20061576354679805,0.09076354679802956,0.007266009852216748,0.2748768472906404
Mathame - Magia.wav,123.046875,0.08546211697433029,0.02436447262104544,0.012430853378084406,0.023494312884579528,0.005531729753247561,0.5255764808254086,0.01224439057741314,0.05015849338057057,0.16470880725961834,0.032506681583690716,0.06053825595127105,0.002983404810740257
Flume - Helix.mp3,95.703125,0.372170071783545,0.021203754831584758,0.11893981225842075,0.08260629486471563,0.013914964108227498,0.054665930425179456,0.007399226946438431,0.1583655438983987,0.013362782992821644,0.04561016013252347,0.09486471562672556,0.016896742131419104
Flume - Insane (Bishu Remix).mp3,143.5546875,0.08809044101186479,0.0136556973360197,0.22117752406536825,0.008282963957913588,0.09939556749496306,0.14092231922990822,0.017909111260353706,0.08674725766733826,0.013096037609133646,0.2090888739646295,0.08171032012536378,0.019923886277143497
BANKS - Fall Over (Djemba Djemba Remix).mp3,143.5546875,0.1596415770609319,0.03247311827956989,0.1310394265232975,0.05698924731182796,0.011971326164874552,0.07354838709677419,0.0782078853046595,0.2442293906810036,0.06422939068100357,0.048315412186379934,0.060501792114695335,0.03885304659498208
Sirius (Innellea Remix).mp3,123.046875,0.31540243196294154,0.0044585987261146496,0.04134337000579039,0.025072379849449912,0.02669368847712797,0.13393167342211929,0.012970469021424435,0.26705269253039954,0.07064273306311522,0.0734221192819919,0.024030110017371164,0.004979733642154025
Ariana Grande - 7 rings.mp3,140.048,0.04973100642960242,0.19944889122162446,0.016533263351266238,0.04881249179897651,0.08122293662249049,0.018895158115732842,0.1268862354021782,0.03464112321217688,0.23028473953549403,0.1266238026505708,0.029130035428421467,0.037790316231465684
Diplo - Love To The World.mp3,123.015,0.11267787839586028,0.011254851228978008,0.08059508408796895,0.014877102199223804,0.29702457956015527,0.09417852522639068,0.019793014230271667,0.04566623544631307,0.04864165588615783,0.22949547218628719,0.02056921086675291,0.025226390685640362
Tchami - Born Again.mp3,126.0,0.1009529793695675,0.029846057178762174,0.14011938422871506,0.2083987852131113,0.03057911823227563,0.09404126086501205,0.07623834956539952,0.04293643313435962,0.05026704366949419,0.16514818305581735,0.02806576604880092,0.03340663943868468
Juelz - Defqon Bounce.mp3,95.998,0.06785917092561045,0.02574294908196101,0.1288093886049593,0.06123414726481166,0.21436683702441794,0.01306076093128904,0.07268597387847814,0.09511641113003975,0.01845542305508234,0.1000378572780617,0.024134014764338445,0.17849706606095023
